objectid,filename,title,creator,date,description,subject,source,type,format,language,rights,author,year,tag_narrativo,tag_gestual,proxemia,time_inicio,time_final
coll049,049.jpg,carnaval,Violencia,"El amor, el deber  y el crimen","un carnaval con carrozas, personas disfrazadasmuy felices y asistentes, mayoritamiente hombres son sombrero. Algunos guardias(policia) separa a los asistentes de las carrozas, estos se distinguen por los uniformes, no son blancos. La pareja protagònica està dentro de una carroza y otros disfrazados les lanzan cosas, se burlan de ellos. Ante esto el hombre sale al enfrentamiento y golpea a otro disfrazado, lo lanza al suelo, la mujer se ve feliz por este acto.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Un acto de violencia física o verbal. Puede presentarse bajo una relación de poder, una madre y una hija, un rico y un pobre, un hombre o una mujer. También puede presentarse para demostrar un acto de masculinidad, de honor o defensa.",Pedro Moreno Garzon y Vicenzo di Domenico,1926,conflicto,defenisiva,cercanos,00:09:45,00:13:11
coll050,050.jpg,dolor,Servidumbre,"El amor, el deber  y el crimen","hombre oculto entre arboles le dispara al protagonista y se da a la fuga. El disparo le da en el pecho, lo ayudan dos hombrs, uno de ellos policia. Lo llevan a su casa a rastras. La mucama lo recibe y prepara la cama para que lo pongan ahì. La mucama llama a un doctor por telèfono. El policia saluda con un saludo militar y una sonrisa a la mucama.",Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se plasma en la interacción de personajes principales y secundarios. Los secundarios suelen ser sirvientes o empleados de los principales, cumplen funciones de ayudar, traer cosas, cumplir ordenes, servir comida o bebida. Esto es una muestra de que los personajes principales tienen un status mayor y pueden tener subordinados. Estos no suelen ser relevantes para la trama, aunque si llegan a tener un mayor protagonismo están atados a las decisiones o deseos de los personajes principales.",Pedro Moreno Garzon y Vicenzo di Domenico,1926,preocupacion,preoupacion,distanciamedia,00:13:12,00:15:22
coll051,051.jpg,crimen,Modernidad,"El amor, el deber  y el crimen","El doctor entra en la cama, revisa al doliente.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado sobre representaciones que aluden mayoritariamente a la experiencia urbana de los personajes. Es decir, se concentra en cómo los personajes se desarrollan con simbolos o elementos que demuestran un desarrollo económico, social y político de caracter moderno. Estos pueden presentarse en modales, objetos como los autos, la ropa, instituciones o profesiones.",Pedro Moreno Garzon y Vicenzo di Domenico,1926,dolor,preocupacion,cercanos,00:15:23,00:15:59
coll052,052.jpg,noticia,Introspección,"El amor, el deber  y el crimen","mujer protagonista escribe una carta y sale de su casa, se pone guantes y llega un hombre que le da una carta a ella. Al abrirla se entera del crimen y va de inmediato a la casa de su amado en un auto que la recoge. Se ve preocupada en el camino, llega a la casa de su amado",none,Proimágenes,Image;StillImage,image/jpeg,es,"La introspección como discurso es usado sobre los personajes principales para demostrar su capacidad apreciativa, racional o contemplativa de algún fenómeno o problemática. Se suele desarrollar sobre personajes que tengan importancia sobre la trama, especialmente hombres o mujeres adinerados o con algún estatus social.",Pedro Moreno Garzon y Vicenzo di Domenico,1926,preocupacion,preocupacion,none,00:16:00,00:17:54
coll053,053.jpg,recuerdo,Introspección,"El amor, el deber  y el crimen","el hombre recuerda cuando estaba en la fiesta sentado hablando con otra mujer, ella muy cercana a èl.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"La introspección como discurso es usado sobre los personajes principales para demostrar su capacidad apreciativa, racional o contemplativa de algún fenómeno o problemática. Se suele desarrollar sobre personajes que tengan importancia sobre la trama, especialmente hombres o mujeres adinerados o con algún estatus social.",Pedro Moreno Garzon y Vicenzo di Domenico,1926,incomodidad,incomodidad,cercanos,00:17:55,00:18:43
coll054,054.jpg,hombre,none,"El amor, el deber  y el crimen",Hombre enciende su tabaco.,none,Proimágenes,Image;StillImage,image/jpeg,es,none,Pedro Moreno Garzon y Vicenzo di Domenico,1926,none,none,none,00:18:44,00:18:53
coll055,055.jpg,amigas,Elegancia,"El amor, el deber  y el crimen",amigas con gran abrigo se preparan fernte a espejo y maquillan.,Mujer/mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Pedro Moreno Garzon y Vicenzo di Domenico,1926,cuidado,elegancia,cercanos,00:18:54,00:19:12
coll056,056.jpg,recuerdos_enfermedad,none,"El amor, el deber  y el crimen",hombre recuerda cuando le dispararon,Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,none,Pedro Moreno Garzon y Vicenzo di Domenico,1926,dolor,dolor,cercanos,00:19:13,00:19:55
coll057,057.jpg,recuerdo_dibujo,Amor,"El amor, el deber  y el crimen","hombre està feliz de dibujar y mujer està feliz de ser dibujada, de posar. Cada uno tiene un atuendo especial para ese dibujo. Estàn felices. Se besan y recuestan en un sillòn.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado para demostrar gestos de amor entre parejas mayoritariamente, pero también puede evidenciarse entre familias. Aunque existen relaciones de poder, se muestra como una relación de pares en la que predomina el amor. Los gestos pueden ser materiales como regalos o inmateriales como besos o caricias.",Pedro Moreno Garzon y Vicenzo di Domenico,1926,enamoramiento,enamoramiento,distanciamedia,00:19:56,00:21:04
coll058,058.jpg,deber,Introspección,"El amor, el deber  y el crimen","Transiciones hacia fabrica o instituto muestran a hombres esculpiendo. La mujer habla con un hombre de bigote, le duele, sufre hablando con èl. Se imagina estando junto a èl.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"La introspección como discurso es usado sobre los personajes principales para demostrar su capacidad apreciativa, racional o contemplativa de algún fenómeno o problemática. Se suele desarrollar sobre personajes que tengan importancia sobre la trama, especialmente hombres o mujeres adinerados o con algún estatus social.",Pedro Moreno Garzon y Vicenzo di Domenico,1926,obligacion,tristeza,cercanos,00:21:05,00:22:48
coll059,059.jpg,infeliz,Subordinación,"El amor, el deber  y el crimen","Estàn a punto de casarse y la mujer parece estar infeliz, tambièn cuando estando juntos la mujer parece estàr incòmoda e infeliz con el hombre de bigote. Ambos leen una revista, pero ella se siente realmetne mal, llora y sufre en varios momentos. Tambièn le comenta su infelicidad a su madre que al consuela.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Se hace explícita una situación en la que un sujeto con status político, económico o social realiza una acción que evidencia la subordinación. Por tanto, el sujeto subordinado se ve afectado negativamente. Esto demuestra la dominancia de un sujeto sobre otro a través de acciones, gestos o adjetivos que usa algún personaje.",Pedro Moreno Garzon y Vicenzo di Domenico,1926,obligacion,tristeza,distanciamedia,00:22:49,00:26:13
coll060,060.jpg,deseos,Introspección,"El amor, el deber  y el crimen",ella desea estar con el hombre protagonista y tiene recuerdos con èl.,Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"La introspección como discurso es usado sobre los personajes principales para demostrar su capacidad apreciativa, racional o contemplativa de algún fenómeno o problemática. Se suele desarrollar sobre personajes que tengan importancia sobre la trama, especialmente hombres o mujeres adinerados o con algún estatus social.",Pedro Moreno Garzon y Vicenzo di Domenico,1926,felicidad,felicidad,cercanos,00:26:14,00:26:36
coll061,061.jpg,hijo,Amor,"El amor, el deber  y el crimen",La mujer y el hombre de bigote tienen un hijo,Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado para demostrar gestos de amor entre parejas mayoritariamente, pero también puede evidenciarse entre familias. Aunque existen relaciones de poder, se muestra como una relación de pares en la que predomina el amor. Los gestos pueden ser materiales como regalos o inmateriales como besos o caricias.",Pedro Moreno Garzon y Vicenzo di Domenico,1926,felicidad,felicidad,cercanos,00:26:37,00:26:49
coll062,062.jpg,incendio,none,"El amor, el deber  y el crimen","Hay un incendio en al casa de la mujer, ella intenta salir.",none,Proimágenes,Image;StillImage,image/jpeg,es,none,Pedro Moreno Garzon y Vicenzo di Domenico,1926,miedo,preocupacion,none,00:26:50,00:27:11
coll063,063.jpg,conversacion,Ruralidad,Como los muertos,"hombres pasean a caballo en una hacienta. Llegan a una casa campesina, ellos llevan ruana, hay otro hombre con traje (el dueño de la casa), no tiene corbata, tiene bufanda. Conversan y se presentan, pero no se dan la mano.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este concepto permite comprender las representaciones de hombres o mujeres en la ruralidad. Estas personas no suelen ser elegantes, ni utilizar autos o ropas elegantes. Más bien, parecen usar ropas modestas y andar a caballo o a píe. No se saludan de la mano necesariamente y tienen gestos más toscos, también usan palabras específicas de la ruralidad en sus diálogos. Es una propuesta que se postura en contraposición a la elegancia y la modernidad.",Pedro Moreno Garzon y Vicenzo di Domenico,1925,respeto,preocupacion,distanciamedia,00:00:31,00:02:19
coll064,064.jpg,tragedia,Paternalista,Como los muertos,"dos policias llegan a la casa, un hombre y una mujer corren por el campo. Otra mujer le habla a la policia, pero ellos la dejan en el suelo y capturan a la mujer. La otra mujer (su madre) la abraza y despide con mucho dolor.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Una figura de autoridad o estatus realiza una acción para imponer o demostrar autoridad. Por tanto, esto limita la autonomía de otro sujeto. Esto suele hacerse sin mostrar una mala intención directamente, es decir, los personajes de autoridad parecen actuar pensando en el bienestar del otro sujeto, aunque no tome en cuenta su opinión. Más bien, apela a reconocer las relaciones de poder, en otras palabras, a visibilizar quién puede ejercer el poder.",Pedro Moreno Garzon y Vicenzo di Domenico,1925,dolor,preocupacion,distanciamedia,00:02:20,00:03:43
coll065,065.jpg,llanto,Ruralidad,Como los muertos,"homber conversan y manotean, uno le da algo de dinero al hombre de la casa y el hombre se retira. Uno de los hombres de ruana le pregunta al otro si està llorando y el dice que no.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este concepto permite comprender las representaciones de hombres o mujeres en la ruralidad. Estas personas no suelen ser elegantes, ni utilizar autos o ropas elegantes. Más bien, parecen usar ropas modestas y andar a caballo o a píe. No se saludan de la mano necesariamente y tienen gestos más toscos, también usan palabras específicas de la ruralidad en sus diálogos. Es una propuesta que se postura en contraposición a la elegancia y la modernidad.",Pedro Moreno Garzon y Vicenzo di Domenico,1925,dolor,llanto,distanciamedia,00:03:44,00:05:14
coll066,066.jpg,historia,Distinción,Como los muertos,"hombre ara el suelo con ayuda de un buey. Un hombre està en lo alto de una casa quinta, llega otro de traje y corbata a caballo. El hombre baja, tambièn de traje y corbata, otro recibe y se lleva al caballo. Ellos se saludan y entran a la casa quinta. Conversan sobre el padre del hombre que llegò mientras caminan por la casa.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se hace evidente cuando en la escena se separan grupos poblacionales en el espacio fílmico. Esto quiere decir que, sea un grupo grande o pequeño, se dividen lado a lado. Esto puede suceder con hombres y mujeres o ricos y pobres.",Pedro Moreno Garzon y Vicenzo di Domenico,1925,narracion,interes,lejanos,00:05:15,00:08:49
coll067,067.jpg,campesinos,Distinción,Como los muertos,campesinos entran a la hacienda y le hablan a un hombre que sale corriendo.,Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se hace evidente cuando en la escena se separan grupos poblacionales en el espacio fílmico. Esto quiere decir que, sea un grupo grande o pequeño, se dividen lado a lado. Esto puede suceder con hombres y mujeres o ricos y pobres.",Pedro Moreno Garzon y Vicenzo di Domenico,1925,miedo,miedo,lejanos,00:08:50,00:09:24
coll068,068.jpg,pasado,none,Como los muertos,el hombre sigue contanto la historia con gestos de imprensiòn.,Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,none,Pedro Moreno Garzon y Vicenzo di Domenico,1925,narracion,interes,cercanos,00:09:25,00:10:23
coll069,069.jpg,mercado,Ruralidad,Manizales city,campesinos caminan con burros y bueyes con cargas. Se muestra la fachada del edificio de mercado y los campesinos fuera de él con burros de carga. Hay niños y adultos en constante movimiento.,Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este concepto permite comprender las representaciones de hombres o mujeres en la ruralidad. Estas personas no suelen ser elegantes, ni utilizar autos o ropas elegantes. Más bien, parecen usar ropas modestas y andar a caballo o a píe. No se saludan de la mano necesariamente y tienen gestos más toscos, también usan palabras específicas de la ruralidad en sus diálogos. Es una propuesta que se postura en contraposición a la elegancia y la modernidad.",Feliz Restrepo,1925,afan,none,distanciamedia,00:00:33,00:02:15
coll070,070.jpg,plaza,Abundancia,Manizales city,"se muestra la plaza de mercado por dentro, hay niños y adultos comerciando, se ven personas de traje y campesinos, miran a la camara todos. Se ven muchos bananos y habichuelas. Las ventas se hacen en el piso.",Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso aparece cuando la película muestra explícita o implícitamente que en un sector existe abundancia de comidas, dinero o bienes materiales.",Feliz Restrepo,1925,abundancia,none,cercanos,00:02:16,00:03:56
coll071,071.jpg,edficios_pubblicos,Modernidad,Manizales city,"imagenes de la escuela publica, se ven hombres fuera vestidos de blanco. Se muestra la la fachada del instituto universitario y de la escuela normal, tiene menos personas, pero vestidas de traje",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado sobre representaciones que aluden mayoritariamente a la experiencia urbana de los personajes. Es decir, se concentra en cómo los personajes se desarrollan con simbolos o elementos que demuestran un desarrollo económico, social y político de caracter moderno. Estos pueden presentarse en modales, objetos como los autos, la ropa, instituciones o profesiones.",Feliz Restrepo,1925,enseñanza,none,distanciamedia,00:03:57,00:05:52
coll072,072.jpg,poder_religioso,Religiosidad,Manizales city,"gobernación de caldas con hombres afuera, carros, caballos. La catedral está dentro de una zona verde, es blanca y grande, no se ven muchas personas. La iglesia tiene personas pasando en frente.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"La religión católica es un valor clave para los personajes. Estos pueden estar rezando, visitando o participando de actividades católicas como una misa o proseción. También se presenta durante escenas en las que existe una presencia explícita de un representante de la iglesia católica.",Feliz Restrepo,1925,elegancia,none,lejanos,00:05:53,00:06:39
coll073,073.jpg,exponsion,Unificación,Manizales city,"muchas personas pasando en una calle, hay carros , policia, hombres de corbata y ruana. Hay niños en las esquinas.",Adulto/niño,Proimágenes,Image;StillImage,image/jpeg,es,"La película muestra que existe una unificación de personas desiguales. Es decir, personas diversas que habitan relaciones de poder desde la masculinidad/feminidad, urbanidad/ruralidad y pobreza/riqueza conviven como iguales en un espacio físico. Esto trata de mostrar a las personas como iguales, pero evidentemente por sus modos de vestir, transporte o condiciones materiales, no lo son.",Feliz Restrepo,1925,modernidad,apacibles,cercanos,00:06:40,00:07:27
coll074,074.jpg,calle_real,Unificación,Manizales city,"hay una sastreria llamada el progreso, personas pasando en carrozasy sobre todo a pie. Hay hombres transitando, niños y adultos, también carros.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"La película muestra que existe una unificación de personas desiguales. Es decir, personas diversas que habitan relaciones de poder desde la masculinidad/feminidad, urbanidad/ruralidad y pobreza/riqueza conviven como iguales en un espacio físico. Esto trata de mostrar a las personas como iguales, pero evidentemente por sus modos de vestir, transporte o condiciones materiales, no lo son.",Feliz Restrepo,1925,modernidad,none,none,00:07:28,00:08:18
coll075,075.jpg,elegancia,Modernidad,Manizales city,"se muestran edificios grandes, pasan dos mujeres con vestidos elegantes, tambien hay niños.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado sobre representaciones que aluden mayoritariamente a la experiencia urbana de los personajes. Es decir, se concentra en cómo los personajes se desarrollan con simbolos o elementos que demuestran un desarrollo económico, social y político de caracter moderno. Estos pueden presentarse en modales, objetos como los autos, la ropa, instituciones o profesiones.",Feliz Restrepo,1925,elegancia,none,distanciamedia,00:08:19,00:09:11
coll076,076.jpg,banco,Modernidad,Manizales city,fachadas de bancos grandes y blancos con personas afuera.,none,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado sobre representaciones que aluden mayoritariamente a la experiencia urbana de los personajes. Es decir, se concentra en cómo los personajes se desarrollan con simbolos o elementos que demuestran un desarrollo económico, social y político de caracter moderno. Estos pueden presentarse en modales, objetos como los autos, la ropa, instituciones o profesiones.",Feliz Restrepo,1925,elegancia,none,distanciamedia,00:09:12,00:10:03
coll077,077.jpg,avenida_cervantes,Unificación,Manizales city,"en esta avenida transitan hombres de traje, policia, carros, niños, animales de carga y mujeres en carros",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"La película muestra que existe una unificación de personas desiguales. Es decir, personas diversas que habitan relaciones de poder desde la masculinidad/feminidad, urbanidad/ruralidad y pobreza/riqueza conviven como iguales en un espacio físico. Esto trata de mostrar a las personas como iguales, pero evidentemente por sus modos de vestir, transporte o condiciones materiales, no lo son.",Feliz Restrepo,1925,modernidad,none,cercanos,00:10:04,00:10:59
coll078,078.jpg,parques,Nación,Manizales city,"en los parques hay mayoritariamente niños, pasan mujeres caminando en vestido y hombres de traje. Hay una estatua de bolivar en medio de un parque",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Uno o más símbolos, palabras, acciones o relaciones apelan directamente a la construcción de una nación o patria. Estos pueden presentarse a través de retomar historias pasadas relevantes para el presente de los personajes, espacios, banderas, palabras que incitan a pensar la construcción de un Estado Nación.",Feliz Restrepo,1925,nacionalismo,none,lejanos,00:11:00,00:13:18
coll079,079.jpg,orfelinato,miseria,Manizales city,"en el orfanato la fachada parece en construcción, hay un auto afuera, pero no muchas personas. Dentro hay muchas niñas en vestido, uniformadas que caminan en filas. Mnojas que llevan a niños tambén en uniforme y todos con peinado de totuma, caminan en fila.",Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se suele mostrar en los diálogos de los personajes o en la situación en la que está inmersa especialmente un personaje secundario. Las condiciones materiales de los personajes pueden ser de pobreza, condición de calle, ausencia de ropas, zapatos, comida, etc. También puede ser aplicado este discurso por las descripciones despectivas que hace un personaje de otro refiriendo a un aspecto de su condición material. Estos suelen adjetivos o sustantivos como: infeliz o desgraciado.",Feliz Restrepo,1925,caridad,none,cercanos,00:13:19,00:14:40
coll080,080.jpg,hospital_caridad,none,Manizales city,"el hospital es es pequeño, tiene hombres haciendo limpieza adentro",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,none,Feliz Restrepo,1925,caridad,none,cercanos,00:14:41,00:15:17
coll081,081.jpg,asilo,miseria,Manizales city,"en el asilo se ven muchas personas, sobre todo hmobrs mayores de pie que miran a la camara y una monja, tambien hay zonas verdes y algunos niños. Hombres acostdos y  un niño sin un brazo. Todos posan frenta la camara, las monjas los ubican casi que por estatura frente a la camara. Unas niñas juegan a llevar a otra alzada.",Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se suele mostrar en los diálogos de los personajes o en la situación en la que está inmersa especialmente un personaje secundario. Las condiciones materiales de los personajes pueden ser de pobreza, condición de calle, ausencia de ropas, zapatos, comida, etc. También puede ser aplicado este discurso por las descripciones despectivas que hace un personaje de otro refiriendo a un aspecto de su condición material. Estos suelen adjetivos o sustantivos como: infeliz o desgraciado.",Feliz Restrepo,1925,caridad,none,cercanos,00:15:18,00:16:53
coll082,082.jpg,globo,Distinción,Manizales city,"un globo aerostatico en medio de una plaza se eleva en el cielo con alguien arriba, haymuchas personas alrededor, más que en cualquier otro momento. Sobre una carretera transitan carros y niños. De un carro bajan dos mujeres elegantes y un par de hombres elegantes, atrás está un policia.  Transitan carros constantemente por la avenida  niños pasan corriendo. De los autos bajan mujeres elegantes con vestidos y abrigos, también aparece una niña con vestido.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se hace evidente cuando en la escena se separan grupos poblacionales en el espacio fílmico. Esto quiere decir que, sea un grupo grande o pequeño, se dividen lado a lado. Esto puede suceder con hombres y mujeres o ricos y pobres.",Feliz Restrepo,1925,piramide social,none,cercanos,00:16:54,00:19:37
coll083,083.jpg,circo_lapresidencia,Distinción,Manizales city,"hombres vestidos de toreros caminan fila y fuman frente a la camara. Algunas mujeres se bajan de otro carro, muy elegantes. Dentro de una plaza se bajan varias mujeres con vestidos exuberantes. Otra mujer elegante lleva a dos niños de la mano, niños vestidos con traje. En el paseo de la cuadrilla corre un toro grande, los toreron intentan clavarle banderines mientras el público mira, dentro de este se encuentran las mujeres con vestidos exuberantes. Los toreros siguen poniendole banderillas a varios toros hasta que logran que se acuesten. Hombres de traje alzan al torero y lo cargan, vuelan papeles como celebración",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se hace evidente cuando en la escena se separan grupos poblacionales en el espacio fílmico. Esto quiere decir que, sea un grupo grande o pequeño, se dividen lado a lado. Esto puede suceder con hombres y mujeres o ricos y pobres.",Feliz Restrepo,1925,tradicion,none,cercanos,00:19:38,00:24:34
coll084,084.jpg,75aniversario,Autoridad,Manizales city,Ex gobernador del valle pronuncia un discurso en una plaza y muchas personas lo escuchan desde la calle.,Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Acción, gesto o manifestación que transmite la autoridad de un sujeto sobre otros. Esto sucede sin demostrar las consecuencias de la autoridad sobre los subordinados. Incluso, puede que los subordinados se entiendan como sujetos pasivos o masas.",Feliz Restrepo,1925,discurso,none,none,00:24:35,00:25:19
coll085,085.jpg,militar,Nación,Manizales city,"Las imágenes muestran un desfile militar, muchos hombres caminan sobre una calle principal.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Uno o más símbolos, palabras, acciones o relaciones apelan directamente a la construcción de una nación o patria. Estos pueden presentarse a través de retomar historias pasadas relevantes para el presente de los personajes, espacios, banderas, palabras que incitan a pensar la construcción de un Estado Nación o personajes que están enfocados en mostrar un patriotismo.",Feliz Restrepo,1925,estado,none,cercanos,00:25:20,00:26:13
coll086,086.jpg,carnaval,Unificación,Manizales city,"Se muestran mujeres con vestidos y coronas y un niño vestido con disfraz de virrey o noble. Varias carrozas pasan mientras que algunos niños tocan el carro, estos tienen camisas blancas y otros vestidos de ropas oscuras al fondo solo observan. El público se compone de campesinos, personas de traje y niños de sombreros. Las mujeres sobre todo están dentro de las carrozas con trajes del carnaval. El carnaval también tiene músicos que aparecen poco, los niños siguen corriendo a las carrrozas. También hay unos pocos niños disfrazados, hay disfraces de palomas, soldados antiguos, marineras, etc. Entre la multitud se abre paso una cavalgata en la que se pueden identificar hombres con disfraces y sin ellos sobre los caballos. El carnaval continua con disfraces de cabezas enormes y banderas",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"La película muestra que existe una unificación de personas desiguales. Es decir, personas diversas que habitan relaciones de poder desde la masculinidad/feminidad, urbanidad/ruralidad y pobreza/riqueza conviven como iguales en un espacio físico. Esto trata de mostrar a las personas como iguales, pero evidentemente por sus modos de vestir, transporte o condiciones materiales, no lo son.",Feliz Restrepo,1925,tradicion,felicidad,cercanos,00:26:14,00:31:05
coll087,087.jpg,escuela_arte,Modernidad,Manizales city,"La inauguración de la escuela de arte es asistida por 5000 estudiantes. Las personas que se muestran en pantalla son diversas, se identifican a las mujeres cubiertas y vestidas de negro caminando por un lado y el resto de personas con uniformes pasan por el centro de la calle en filas. Todos se situan en la plaza donde está la estatua de Bolivar y dan vueltas alrededor de la estatua luego de un discurso de un hombre con traje que se levanta entre la multitud.",Adulto/niño,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado sobre representaciones que aluden mayoritariamente a la experiencia urbana de los personajes. Es decir, se concentra en cómo los personajes se desarrollan con simbolos o elementos que demuestran un desarrollo económico, social y político de caracter moderno. Estos pueden presentarse en modales, objetos como los autos, la ropa, instituciones o profesiones.",Feliz Restrepo,1925,ritual,none,cercanos,00:31:06,00:33:07
coll088,088.jpg,muerte_gobernadovalle,Autoridad,Manizales city,"Carruajes y soldados desfilan sobre la calle, niños los acompañan alrededor. El  carro fúnebre es muy grande, varios carros llevan muchas flores y personas caminan alrededor de los carros, se distinguen sobre todo hombres que caminan sobre una calle central. Un carro lleva una gran corona de flores",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Acción, gesto o manifestación que transmite la autoridad de un sujeto sobre otros. Esto sucede sin demostrar las consecuencias de la autoridad sobre los subordinados. Incluso, puede que los subordinados se entiendan como sujetos pasivos o masas. Los demás personajes lo saludan de la mano, les dicen don o señor. Esto reafirma la autoridad de la persona o incluso el legado de la persona muerta. ",Feliz Restrepo,1925,velorio,none,cercanos,00:33:08,00:36:10
coll089,089.jpg,palabras,Autoridad,Manizales city,Un hombre da una palabras por la muerte del Gobernador del Valle del Cauca y múltiples personas lo rodean.,Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Acción, gesto o manifestación que transmite la autoridad de un sujeto sobre otros. Esto sucede sin demostrar las consecuencias de la autoridad sobre los subordinados. Incluso, puede que los subordinados se entiendan como sujetos pasivos o masas. Los demás personajes lo saludan de la mano, les dicen don o señor. Esto reafirma la autoridad de la persona o incluso el legado de la persona muerta.",Feliz Restrepo,1925,ritual,none,cercanos,00:36:11,00:36:51
coll090,090.jpg,vuelve_carnaval,Tradición,Manizales city,"Mujeres con trajes negros fuman mientras hacen un baile, mujeres disfrazadas de hombres con traje también bailan y fuman con ellas pero con pipas.En un momento del baile, las mujeres se tumban al piso recostadas de medio lado y los hombres les ponen un pie encima mientras fuman y dan vueltas rodeandolas. Se reanuda el baile en pareja y al final aparecen personas disfrazas de animales comiendo del piso.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Se hace alución a un o varios elementos típicos de una tradición dentro de una comunidad. Estos pueden ser bailes, ropas típicas u otras características. No suele usarse este discurso sobre poblaciones urbanas, sino campesinas. En el caso contrario, los sujetos urbanos cumplen la función de disfrutar de la tradición pero no participar o de sustituir y personificar a los campesinos o indígenas, es decir, no comparten escenario con ellos.",Feliz Restrepo,1925,tradicion,none,cercanos,00:36:52,00:39:27
coll091,091.jpg,montañas,Abundancia,Manizales city,imagenes de las montañas cercanas a Manizales,none,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso aparece cuando la película muestra explícita o implícitamente que en un sector existe abundancia de comidas, dinero o bienes materiales o naturales.",Feliz Restrepo,1925,naturaleza,none,none,00:39:28,00:40:20
coll092,092.jpg,incendio,Avaricia,Manizales city,"Imágenes de ruinas con humo sobre ellas de edificios que no se pueden reconocer. Entre las ruinas caminan niños y hombres, uno intenta recoger algo del piso. Una imagen muestra a un banco y a soldados custiodando su entrada.",Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurs es usado para mostrar cómo algunos personajes de clase alta atosoran sus riquezas con afán, no tienen intenciones de compartirlas y buscan una manera de resguardarlas.",Feliz Restrepo,1925,tragedia,none,cercanos,00:40:21,00:41:47
coll093,093.jpg,palacio_municipal,Heroísmo,Manizales city,"imagenes del palacio municipal, pasa un hombre (soldado) y un carro con personas dentro de este. Fuera de palacio se reunen muchas personas, también hay algunas dentro.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,se muestra un discurso en el que los personajes son mostrados como heroes o una acción heroica. Suele ser un concepto cercano a actos que recuperan la honra o dignidad de los personajes o de algún espacio.,Feliz Restrepo,1925,tragedia,none,cercanos,00:41:48,00:42:24
coll094,094.jpg,droguerias,Tragedia,Manizales city,imagenes del ruinas del lugar donde se ubicaban las droguerias.,none,Proimágenes,Image;StillImage,image/jpeg,es,la tregedia es un discurso que aparece cuando un suceso causa consecuencias negativas para los personajes de una escena. Suele venir acompañado de un discurso de esperanza luego de la tragedia. Se ve a la tragedia como una oportunidad para mejorar.,Feliz Restrepo,1925,tragedia,none,none,00:42:25,00:42:53
